Movie Name,Storyline,story_length,word_count,char_length,clean_story
Kill Victoria,A twisted fantasy becomes reality as 2 couples plot to kill their best friend's fiancee to save him from making the biggest mistake of his life.,144,26,144,twisted fantasy becomes reality couples plot kill best friends fiancee save making biggest mistake life
Blue: Restoration,"When the universe's greatest villain returns in a terrifying new form, old adversaries, the Reds and Blues of Blood Gulch, will have to set aside their differences to save the galaxy one last time.",197,34,197,universes greatest villain returns terrifying new form old adversaries reds blues blood gulch set aside differences save galaxy one last time
Still Stares,"Miguel, a 38-year-old hunter and taxidermist who uses his unusual vocation to create a museum which allows blind children to safely learn to live with and respect animals.",171,28,171,miguel yearold hunter taxidermist uses unusual vocation create museum allows blind children safely learn live respect animals
East Bay Confidential,A disillusioned Iraq War veteran is framed for a murder by a beautiful social media influencer. He must track down the only person who can testify on his behalf: a former sex worker on the run from a murderous gangster.,219,40,219,disillusioned iraq war veteran framed murder beautiful social media influencer must track person testify behalf former sex worker run murderous gangster
As Silence Passes By,"Antonio (30) returns to his home after a long absence. He then discovers that his family is on the brink of falling apart because of his fraternal twin, who suffers from severe back malformation. Now, he is going to have to face him.",233,43,233,antonio returns home long absence discovers family brink falling apart fraternal twin suffers severe back malformation going face
Mannequin,"On their way to a shady but well-paid photo shoot, a group of models run into car troubles, and they make it through the woods on foot - until they arrive at a farm, cultivating the oddest sort of crops - mannequins.",216,42,216,way shady wellpaid photo shoot group models run car troubles make woods foot arrive farm cultivating oddest sort crops mannequins
Summer Rain,"The alluring sounds of violin music bring back memories that reunite a father and daughter separated at birth. Though neither realized what had happened in the past, they were drawn to each other unmistakably when they do meet.",227,38,227,alluring sounds violin music bring back memories reunite father daughter separated birth though neither realized happened past drawn unmistakably meet
The Bitter Pill,"With his hometown ravaged by the opioid epidemic, plaintiff attorney Paul Farrell Jr. sets out to take on giant pharmaceutical companies to recover enough money to make a lasting impact for the area.",199,33,199,hometown ravaged opioid epidemic plaintiff attorney paul farrell jr sets take giant pharmaceutical companies recover enough money make lasting impact area
Chaos und Stille,"Young musicians Jean and Helena brace for parenthood and job insecurities. Their landlord Klara has an enigmatic breakdown. Accepting her offer of rent-free living, they embark on a surreal journey, forming unexpected connections.",230,33,230,young musicians jean helena brace parenthood job insecurities landlord klara enigmatic breakdown accepting offer rentfree living embark surreal journey forming unexpected connections
Our Church Thinks We're Dating,A pastor's daughter pretends to date her best friend-just as he meets his dream girl. Will it doom their friendship or bloom into romance?,138,24,138,pastors daughter pretends date best friendjust meets dream girl doom friendship bloom romance
V de Victor,"A retired boxer returns to the ring against his rival. He relies on his daughter, friends, and a trainer who offers new perspectives on the sport.",146,26,146,retired boxer returns ring rival relies daughter friends trainer offers new perspectives sport
An American Bombing: The Road to April 19th,"The events surrounding the 1995 Oklahoma City bombing, tracing its roots in anti-government sentiment and examining its lasting impact.",135,19,135,events surrounding oklahoma city bombing tracing roots antigovernment sentiment examining lasting impact
